Fp1||F7,F7||T7,T7||P7,P7||O1,Fp2||F8,F8||T8,T8||P8,P8||O2,Fp1||F3,F3||C3,C3||P3,P3||O1,Fp2||F4,F4||C4,C4||P4,P4||O2,Fz||Cz,Cz||Pz
5.650413023230017,3.3663869349275988,-0.4289384118231796,-1.7250564881399513,4.3387586911286,4.2400608752393065,-0.2629782829058245,-2.4649702799113777,4.992962945313754,0.8605537996667145,0.5485377383571963,0.4607505748425078,4.149490067424935,-0.4249194319446121,1.5955980498558038,0.5307023181797152,-1.226766048006629,2.830108888024571
1.1348417655175282,19.83248304145424,2.5921697492934967,-14.99216587927723,-10.615486867150768,17.6900803559966,10.551392956193796,-7.1176899335676955,16.42200799324325,-6.944387623657757,0.5153432620938458,-1.4256349547065668,-0.027573066603340912,12.169416157926237,3.6718508381316615,-5.3053974180167245,2.035095731040558,10.55208031847616
4.822515273884962,15.595739122067368,0.8284126537040806,-9.509967860819078,-7.502668887164404,11.02317289277417,10.525683720214841,-4.153861375138787,11.249132326690578,-3.2259407163103564,0.5800245771253927,3.13348300131549,3.998983523780387,5.525347152308889,3.599577869101055,-3.2315821945378396,-2.027814615388162,6.848612231281622
0.7950968892723544,15.656555001579633,2.287739488954353,-9.106941650832379,-8.97950243158947,12.462432867183255,11.574121667125477,-5.487713895670561,17.795061301295068,-12.300949314148673,0.7425431302871486,3.395794611523229,4.803162186184862,8.158936892534522,1.4763990081566374,-4.869159879859875,-3.552080588056522,5.9777099116457455
-0.10752994167584795,16.499269927383786,1.1107005109602872,-1.380544416007909,-9.577274057117688,11.949119786242235,5.005151557394625,-1.7440887326711119,14.770387460956313,-4.872157863077852,-1.5362406376482083,7.7599071204119205,4.3380749730992,4.542607800208795,-0.3539378751242399,-2.893836344367462,-2.733032564398477,3.3494344994393432
-0.13161955061316455,16.854350680482202,0.7153314531477516,-0.5887959185003258,-6.17105664042308,13.682522447241428,2.733001612948611,-3.0793744438992903,16.82375088228021,-7.8931690084928015,-0.10392712835763884,8.022611919067609,3.7755713427007347,6.102318449555851,2.6007853846196545,-5.313582201039543,-1.6214976039603965,5.506829229796971
1.5039631684124544,12.424873578798946,-0.16790331685188126,-4.778530593908333,-2.374307588881223,6.9202946090948565,0.8513464675977953,-2.9504853125000663,11.845569991528885,-7.1060188715085,-1.796595849143582,6.039447565554372,5.850023943996127,-0.1504077527791338,1.9419652992954273,-5.194733315231229,-3.24487976475102,2.586436733206838
1.1857546015619551,13.074286715909297,-4.175747635690572,-7.01603766714081,-5.9997675031198145,11.3893041324022,-4.839112127337028,-7.021552425509542,14.289167669894292,-10.225734855248014,-5.637706715821798,4.642529915794473,1.6745337208278466,-2.0083505831633355,1.966504676200096,-8.103815737458145,-5.943011153360766,2.400850364274418
-0.4027686191618738,10.013409251985044,-4.472144392054409,-8.570856071808233,-3.8637631287345098,11.757289324238178,-5.353877139671594,-7.5775957556253895,18.197398239437774,-17.44769806104107,-8.013960232848722,3.8319002233907504,2.675010960968187,-1.7176355025435874,1.2094997645863206,-7.204821922832738,-8.1533811705853,1.5320231418043542
3.086018839463909,13.49631908802029,-0.27581621215659846,-9.833604618939741,-10.126788633690744,16.715791702466635,-0.692963243707583,-4.520938290156539,12.534912660803672,-6.310693506969862,-8.144130894503508,8.392828837034893,1.5270792651088416,-1.426730380667736,2.307672042893829,-1.0329193924508049,-5.579062027082027,3.8862383970824887
