Fp1||F7,F7||T7,T7||P7,P7||O1,Fp2||F8,F8||T8,T8||P8,P8||O2,Fp1||F3,F3||C3,C3||P3,P3||O1,Fp2||F4,F4||C4,C4||P4,P4||O2,Fz||Cz,Cz||Pz
-6.963617494410087,-0.6188513481461779,-8.487811093275717,7.474503445146894,2.9539215062009703,22.077784801597645,-17.034570091675786,-0.015811807450848647,-19.823693173903514,12.035099601579967,-8.365438126571721,7.558255208108463,-15.123080598678563,-1.6814472016223752,10.303237829662706,14.482614379227362,-3.3916864177812123,4.095287755009913
-15.165468861968364,-29.45193228065405,-16.52383606724556,15.534655540102335,-51.3939864033578,-6.596607148553616,-42.27251397022907,-10.69329163753062,-45.80632414038037,-4.928493603081614,-18.048716254343823,23.17695232793826,-65.005226571135,-56.806981568880886,2.5883357509572242,8.26747322930943,-31.545535597921166,-7.423696398079764
-9.795490559583747,-26.056119980694547,-22.99583441816008,22.52157202225729,-30.352490994574573,-1.4800467171786664,-45.148144056086615,-3.6935599587732924,-39.36896946659996,-6.167470195670223,-21.675849240019765,30.8864159660069,-51.120151995660166,-48.16356017597328,5.911338559735441,12.698131885211556,-36.65308320191527,-2.143058352890499
-12.435955972705376,-36.42823547464525,-28.782944160405158,30.48622391839516,-37.43888726151608,-5.0532648932436075,-48.51340497474975,-2.8451583689049755,-46.60618101539827,-6.428174158926042,-30.8681921622699,36.741635647131744,-69.66089209577069,-41.47469359534868,5.330826460092641,11.954043732543862,-43.32416937366988,-0.4731143022884652
-15.957761155432642,-27.657646478935817,-32.02988653915296,31.42083366930475,-35.44566591666722,0.3601735575200422,-38.98921763365777,-0.5308362627367842,-46.22866768965723,0.7347788706846536,-35.37176639917621,36.64119471383051,-74.14252148723774,-28.927612578733076,13.444861345066755,15.019726465298744,-39.8399540280638,0.027729641811804484
-19.286580353891946,-21.81502910090186,-40.15886785632721,36.36088150230462,-36.482475590140176,21.20606172102434,-49.29095407331812,-3.3913731601815513,-54.15473498048301,4.774325224293735,-35.67494474330325,40.155758690574785,-80.09277729879685,-24.487222500773306,20.09725043998958,16.524008256906413,-42.80234069051276,1.5080928939149345
-15.78159496660998,-1.1267021407349933,-58.24830818914202,38.37282173582955,-14.37712982188171,34.0469218383051,-48.5587952151603,-7.227539434335652,-53.48968515697944,13.112424185324294,-39.2974571914115,42.89093460230806,-59.09341092555927,-18.582912011247874,25.971808727061195,15.587971576619672,-44.39879669819563,10.706507260052675
-15.892089296972351,-10.417596479491793,-51.72758445974168,38.72635696086378,-9.852993095320778,24.722758772787245,-28.58951533778336,-4.324426766284988,-58.882267897672165,18.913003758805857,-42.62605120090431,43.28440206432757,-67.20011613113181,-0.37451787028733285,27.553066783752136,21.977390791016283,-38.76994292279291,12.095538258009888
-12.19597962735702,-25.17564813794771,-33.19476123054067,42.89047052717137,-3.8668917875028477,75.75473711001523,-52.56769434964933,-9.721380187674118,-55.29327711465993,21.297112896599156,-41.070896594528634,47.39114234381446,-53.72867369072307,-0.526415217886953,39.39223535847102,24.461624335283954,-33.72848248156154,17.882547927775953
-12.994076874290403,-15.61527579712622,-48.25621820627532,43.54097959930489,2.897485443368728,71.80943658078057,-33.77327858730271,-13.847994059733384,-62.93794804907227,20.264719029265898,-38.63604403274538,47.98468177406382,-55.984485077649026,12.212029141201512,44.399415469365,26.45868984415655,-34.743331257963845,24.942631291545233
-5.981407307438522,-11.326804762621416,-52.282582011273774,45.26794326061684,7.803296446299209,94.04080643329759,-35.09786978321202,-17.87621395149817,-58.964449595182366,20.210386733798515,-36.20049614462813,50.63170818519424,-55.99866754286315,29.442406899862874,46.676435655677615,28.74984413217481,-29.216721651191488,29.857908199273318
-6.783109452113576,-9.771164450306244,-51.42650279244345,44.65348338295181,-13.954606549070437,103.77674482808607,-35.54506836451482,-13.21221116076891,-63.8809842515012,22.30597402975898,-33.47136228695673,51.71907919668654,-54.45496327610782,10.148625446164708,52.18061927461131,33.19057730903383,-26.32856047251655,35.06996082567384
-1.726998423742776,-5.088921726485124,-55.55162332500174,44.139183593867244,-5.832472303261818,114.00609024319677,-46.63849967773379,-10.403073748113023,-60.59752148693376,22.84045082836755,-32.20656393352041,51.73527471062318,-58.48252177693574,18.199005888931453,54.95504299545618,36.46051740661082,-21.879642422161318,32.76630642082238
2.155671063443485,-5.385700914410841,-54.697063502535194,43.9204967222911,-21.63979437787086,62.03292807414776,-3.338118240963304,-8.765249309646345,-60.44243002922653,19.274678857159156,-24.78887905149387,51.95003359224864,-70.7182328598017,2.323394438490695,63.59378424131445,33.09082032564277,-24.756897600269976,39.841868159714004
2.5212170738071134,-6.559909441058074,-45.93329875012996,42.23971790583851,-25.438601510707578,71.78528040889637,-10.04005514853203,-4.19716414697073,-56.48207804657772,15.026640967499779,-17.956772935096602,51.67993680253084,-68.0173392170253,-0.07513400651124513,65.59684591385799,34.60508691234784,-20.018765673583275,47.702896597895496
6.108128697393958,-11.834285870466832,-39.22162431919507,43.784550139298986,-31.389341416991034,57.71531180677008,2.3973652955679263,1.6409491986129794,-52.52518195013482,12.928372590522919,-13.663481124769348,52.097059131310864,-60.341053649116844,-12.043645131636733,64.67541301417452,38.07357065052647,-14.40370272459868,48.1462707031849
-2.025122152816156,-5.681283293705809,-37.00368749603477,41.523764514896406,-21.71837899911457,47.16752929652191,8.387813411241172,-0.040156378644595314,-50.72027339050803,6.92505387463929,-7.612143296864319,48.221034384971226,-54.037248713201954,-4.089339945357398,65.22427186179391,26.6991241267609,-11.818088425984278,46.44563493801365
-0.4913831569445719,-2.9449126273503943,-30.197520163876952,40.5356887316811,-25.62545031040112,37.31019288741783,12.228230552878692,-2.404489060315407,-44.329026493943736,4.438632230026194,-2.4395981783004332,49.23186522562564,-46.469280970032926,-6.3882982781595254,57.966122209275795,16.39994110849219,-9.722889608896809,43.57769046755137
2.213230539603803,-0.5978189951467128,-22.319000533829183,38.769632212987545,-29.340883824429945,22.18650941475908,20.65700412391106,3.630071533104678,-34.914020144769346,5.176092773777087,3.416598830456179,44.38737176405,-42.324833554955504,-3.2174617730674324,51.88565819659853,10.789338378768779,-5.6767288091576225,43.44886785346345
