Fp1||F7,F7||T7,T7||P7,P7||O1,Fp2||F8,F8||T8,T8||P8,P8||O2,Fp1||F3,F3||C3,C3||P3,P3||O1,Fp2||F4,F4||C4,C4||P4,P4||O2,Fz||Cz,Cz||Pz
-4.7266954300864255,11.152554943043432,-0.5023307156004932,-11.547171072719426,-15.448425939043537,6.307684834088629,10.769571811583742,-9.990806248475621,-0.3773209312214689,2.049614992609066,3.597809930763475,-10.893746267622255,1.8777648900206465,-4.941441747074657,3.5824721885738224,-8.880770873231885,1.3605426870115487,3.0684491408063987
9.610203795433046,20.842041647538622,-0.21627721655979926,-15.31103319899363,-22.122144237131895,33.40692178902366,31.918924457062673,-17.252422717493424,-8.575475048121344,-4.368972964677187,-4.6057173408864855,32.475100380995585,1.8930650156767292,-6.651468063083909,13.153737669146494,17.55594466985333,-21.79980091300075,10.742498289655591
0.5089071714201427,29.653353269999442,-9.403708633460987,-22.688894032389463,-17.367286172429104,18.806971373229523,26.312259715564227,-13.969417144126076,-6.915493644194608,-0.630064693651095,-16.518644353308197,22.1338604666159,12.842535122158914,-12.264576528213652,2.9035827749208423,10.300986403500943,-13.122030208392381,-4.43288284759469
7.716191675406142,25.769888640251974,-17.029394575356637,-15.418692576790033,-16.12532157612816,19.832892399334213,24.907080790964603,-20.845358304090027,-8.77668878265392,-12.026979454991078,-14.17207426443241,36.01373566548223,9.920951829653962,-17.38619719433837,6.524009644425866,8.710529030464524,-17.82166003911357,-2.4179633625704704
1.1535510510806422,10.070551731752683,-9.323687572678912,-7.953709184831328,-18.20077046362561,10.117060109215242,30.340144291659765,-19.716032658577383,-12.108447350941368,-9.164702418542035,-13.972635599517346,29.192491394217733,14.612861349486243,-17.03581516313555,-0.496993740076376,5.460348832520005,-9.140451762989766,-8.310725598226066
-1.698200587260061,6.0908411604963195,-3.083812374195956,-15.137853590311492,-19.78481650706902,4.015127151269397,33.724591477429534,-20.34733846511971,-18.082859210856924,-4.641047415854214,-8.791442235976927,17.686323471311262,15.199179129529085,-19.80734289836776,-2.3387938244467055,4.554521249914885,-11.102192622630815,-9.024976112950592
-4.745293334461062,16.174524871853087,-12.763207432059762,-19.58797972353534,-20.389006725284347,-1.7933049786373196,33.107261094760155,-26.059761108638142,-14.59055890087079,-6.561572650681928,-12.593680536844975,12.823856470089538,16.269664225543274,-23.357027446506144,-2.8099639990958645,-5.237484497624533,-14.234066021040992,-9.24823081195408
-1.4445782506284077,16.78606862647682,-18.4397860502898,-13.882029476099483,-17.083444959643888,-1.0581763920695284,37.76562989856744,-36.755762910139495,-8.370121930289123,-14.730928851855827,-18.152807763463144,24.273533394962683,12.160014107276798,-29.63805789779309,6.683454095641769,-6.337164668297432,-26.251018671960907,-7.124937685935739
-1.4640904605987046,6.362928683674731,-17.476880834418452,-10.910753183571417,-18.266533381837693,-0.3225912523125931,35.88310062890214,-37.200854179537345,-6.257778464075734,-22.996645056655474,-19.60948994311792,25.375117668831315,8.436567616028752,-34.353529455193375,11.981164048593305,-5.971080394103457,-29.086354960049974,1.9348712885363248
-4.120143878211161,-3.083013832512295,-1.573674677638043,-13.017863772880652,-20.12945727275578,0.022783860371271558,38.787958264018116,-32.57101050173398,-15.57804407770206,-16.12408094860254,-15.303676231659187,25.211105096618276,3.438992208452799,-31.546357230218884,14.352791001451283,-0.1351516296775852,-23.130693248878448,0.45051411719415824
